DateTime(yyyy-mm-dd hh:mm:ss.000),Volt,Current,State,Vin,Vout,Vdiff,Tdiff,SOC,SOH,SOP,FCC,RC,Cycle,Vmax,VmaxNo,Vmin,VminNo,Vavg,Tmax,TmaxNo,Tmin,TminNo,Tavg,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Temp1,Temp2,Temp3,Temp4,TempFET,CB0,CB1,CB2,CB3,Fault0,Fault1,BmsSt0,BmsSt1,BmsSt2,BmsSt3,Ver,SerialNo,Manufacture
2023-10-17 10:15:34.631,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:35.627,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:36.626,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:37.627,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:38.626,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:39.626,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:40.627,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:41.627,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:42.626,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:15:43.627,71.91,0.14,0,71.90,71.90,2,0.0,30.1,0,75.0,0.00,0.00,0,3597,3,3595,1,3595,21.0,1,21.0,1,21.0,3595,3595,3597,3595,3595,3597,3597,3597,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,3595,210,210,210,210,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
