DateTime(yyyy-mm-dd hh:mm:ss.000),Volt,Current,,,State,Vin,Vout,Vdiff,Tdiff,SOC,SOH,SOP,FCC,RC,Cycle,Vmax,VmaxNo,Vmin,VminNo,Vavg,Tmax,TmaxNo,Tmin,TminNo,Tavg,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Temp1,Temp2,Temp3,Temp4,TempFET,CB0,CB1,CB2,CB3,Fault0,Fault1,BmsSt0,BmsSt1,BmsSt2,BmsSt3,Ver,SerialNo,Manufacture
23:33.3,71.35,0.06,0.85,0.051,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,220,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:34.3,71.35,0.06,0.85,0.051,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,220,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:35.3,71.35,0.06,0.85,0.051,0,71.35,71.35,3,1,26.9,0,75,0,0,0,3568,3,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3568,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:36.3,71.35,0.06,0.85,0.051,0,71.35,71.35,3,1,26.9,0,75,0,0,0,3568,3,3565,10,3567,22,2,21,4,21,3567,3567,3568,3567,3568,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,220,220,220,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:37.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,210,220,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:38.3,71.35,0.06,0.85,0.051,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:39.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,15,3565,7,3567,22,2,21,2,21,3567,3567,3567,3567,3568,3567,3565,3568,3567,3565,3568,3568,3568,3568,3570,3570,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:40.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3567,3567,3568,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:41.3,71.35,0.06,0.85,0.051,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:42.3,71.35,0.06,0.85,0.051,0,71.34,71.34,3,1,26.9,0,75,0,0,0,3568,5,3565,10,3567,22,2,21,2,21,3567,3567,3567,3567,3568,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:43.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,7,3567,22,2,21,2,21,3567,3567,3567,3567,3568,3567,3565,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:44.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,18,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3568,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3568,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:45.3,71.35,0.08,0.85,0.068,0,71.34,71.34,5,1,26.9,0,75,0,0,0,3570,16,3565,7,3567,22,2,21,2,21,3567,3567,3567,3567,3567,3567,3565,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:46.3,71.35,0.08,0.85,0.068,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3567,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:47.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,18,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3568,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3568,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:48.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3567,3567,3567,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:49.3,71.36,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,11,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3570,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:50.3,71.35,0.08,0.85,0.068,0,71.35,71.35,3,1,26.9,0,75,0,0,0,3568,3,3565,10,3567,22,2,21,2,21,3567,3567,3568,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:51.3,71.35,0.06,0.85,0.051,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,3,21,3567,3567,3567,3567,3567,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:52.3,71.35,0.05,0.85,0.0425,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,19,3565,10,3567,22,2,21,3,21,3567,3567,3567,3567,3567,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3568,3568,3568,3570,3568,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:53.3,71.35,0.05,0.85,0.0425,0,71.34,71.34,3,1,26.9,0,75,0,0,0,3568,11,3565,10,3567,22,2,21,3,21,3567,3567,3567,3567,3567,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3568,3568,3568,3568,3568,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:54.3,71.35,0.07,0.85,0.0595,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3567,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:55.3,71.35,0.08,0.85,0.068,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,7,3567,22,2,21,2,21,3567,3567,3567,3567,3567,3567,3565,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:56.3,71.35,0.08,0.85,0.068,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,3,21,3567,3567,3568,3567,3567,3567,3567,3567,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:57.3,71.35,0.08,0.85,0.068,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,10,3567,22,2,21,2,21,3567,3567,3567,3567,3567,3567,3567,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3570,3568,3568,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:58.3,71.35,0.08,0.85,0.068,0,71.35,71.35,5,1,26.9,0,75,0,0,0,3570,16,3565,7,3567,22,2,21,3,21,3567,3567,3567,3567,3568,3567,3565,3568,3567,3565,3568,3568,3568,3568,3568,3570,3568,3568,3568,3568,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
23:59.3,72.51,10.17,0.85,8.6445,0,72.51,72.51,20,1,26.9,0,75,0,0,0,3636,12,3616,3,3625,22,2,21,2,21,3628,3619,3616,3634,3630,3616,3619,3631,3634,3619,3622,3636,3631,3622,3618,3633,3636,3618,3622,3630,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:00.3,72.58,25.27,0.85,21.4795,0,72.57,72.57,20,1,26.9,0,75,0,0,0,3639,12,3619,3,3628,22,2,21,2,21,3631,3624,3619,3637,3634,3619,3624,3633,3637,3622,3625,3639,3634,3625,3621,3636,3639,3621,3625,3634,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:01.3,72.62,25.29,0.85,21.4965,0,72.61,72.61,21,1,26.9,0,75,0,0,0,3642,12,3621,6,3630,22,2,21,2,21,3633,3625,3622,3640,3636,3621,3625,3636,3639,3624,3628,3642,3636,3627,3622,3637,3640,3622,3628,3636,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:02.3,72.65,25.28,0.85,21.488,0,72.65,72.65,21,1,26.9,0,75,0,0,0,3643,12,3622,3,3632,22,2,21,3,21,3634,3627,3622,3642,3637,3622,3627,3637,3642,3625,3630,3643,3637,3628,3624,3639,3643,3624,3630,3637,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:03.3,72.67,25.28,0.85,21.488,0,72.67,72.67,19,1,26.9,0,75,0,0,0,3643,9,3624,3,3633,22,2,21,2,21,3636,3628,3624,3642,3639,3624,3628,3639,3643,3628,3631,3643,3639,3631,3625,3639,3643,3625,3630,3637,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:04.3,72.69,25.27,0.85,21.4795,0,72.69,72.69,22,1,26.9,0,75,0,0,0,3646,17,3624,6,3634,22,2,21,2,21,3637,3630,3625,3643,3640,3624,3628,3639,3643,3628,3631,3645,3640,3631,3627,3640,3646,3627,3631,3639,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:05.3,72.72,25.28,0.85,21.488,0,72.71,72.71,21,1,27,0,75,0,0,0,3646,12,3625,3,3635,22,2,21,2,21,3639,3631,3625,3645,3640,3625,3630,3640,3645,3628,3633,3646,3642,3633,3628,3642,3646,3627,3631,3639,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:06.3,72.74,25.28,0.85,21.488,0,72.73,72.73,21,1,27,0,75,0,0,0,3648,17,3627,3,3636,22,2,21,2,21,3639,3631,3627,3646,3642,3627,3631,3642,3646,3630,3633,3646,3642,3633,3630,3643,3648,3628,3633,3642,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:07.3,72.75,25.28,0.85,21.488,0,72.75,72.75,22,1,27,0,75,0,0,0,3649,17,3627,6,3637,22,2,21,2,21,3640,3631,3628,3646,3642,3627,3633,3642,3646,3631,3634,3648,3643,3634,3630,3643,3649,3628,3634,3642,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:08.3,72.77,25.28,0.85,21.488,0,72.77,72.77,21,1,27,0,75,0,0,0,3649,12,3628,3,3638,22,2,21,3,21,3640,3633,3628,3648,3643,3628,3633,3643,3648,3633,3636,3649,3645,3636,3630,3645,3649,3630,3634,3643,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:09.3,72.79,25.28,0.85,21.488,0,72.78,72.78,19,1,27,0,75,0,0,0,3649,12,3630,3,3639,22,2,21,2,21,3642,3634,3630,3648,3643,3630,3633,3643,3648,3633,3636,3649,3645,3636,3631,3645,3649,3631,3636,3643,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:10.3,72.81,25.28,0.85,21.488,0,72.8,72.8,21,1,27.1,0,75,0,0,0,3651,12,3630,6,3640,22,2,21,2,21,3642,3634,3631,3649,3645,3630,3634,3645,3649,3634,3637,3651,3645,3637,3633,3646,3651,3631,3637,3645,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:11.3,72.82,25.27,0.85,21.4795,0,72.81,72.81,20,1,27.1,0,75,0,0,0,3651,4,3631,3,3640,22,2,21,3,21,3643,3636,3631,3651,3645,3631,3634,3645,3649,3634,3637,3651,3646,3637,3633,3646,3651,3633,3637,3645,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:12.3,72.84,25.28,0.85,21.488,0,72.83,72.83,21,1,27.1,0,75,0,0,0,3652,12,3631,3,3641,22,2,21,2,21,3643,3637,3631,3651,3646,3631,3636,3646,3651,3636,3639,3652,3648,3639,3633,3648,3652,3633,3639,3645,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:13.3,72.85,25.29,0.85,21.4965,0,72.84,72.84,19,1,27.1,0,75,0,0,0,3652,9,3633,3,3642,22,2,21,2,21,3645,3637,3633,3651,3646,3633,3636,3648,3652,3636,3639,3652,3648,3639,3634,3648,3652,3634,3639,3646,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:14.3,72.87,25.28,0.85,21.488,0,72.86,72.86,21,1,27.1,0,75,0,0,0,3654,12,3633,3,3643,22,2,21,2,21,3645,3639,3633,3652,3648,3633,3637,3648,3652,3637,3640,3654,3649,3639,3636,3649,3654,3634,3639,3648,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:15.3,72.88,25.29,0.85,21.4965,0,72.87,72.87,21,1,27.2,0,75,0,0,0,3655,17,3634,3,3643,22,2,21,3,21,3646,3639,3634,3652,3648,3634,3639,3649,3652,3637,3640,3654,3649,3640,3636,3651,3655,3636,3640,3648,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:16.3,72.89,25.29,0.85,21.4965,0,72.89,72.89,21,1,27.2,0,75,0,0,0,3655,12,3634,3,3644,22,2,21,2,21,3646,3639,3634,3654,3648,3634,3639,3649,3654,3639,3640,3655,3649,3642,3637,3651,3655,3636,3640,3649,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:17.3,72.91,25.3,0.85,21.505,0,72.9,72.9,19,1,27.2,0,75,0,0,0,3655,12,3636,3,3645,22,2,21,4,21,3648,3640,3636,3654,3649,3636,3639,3651,3654,3639,3642,3655,3651,3642,3637,3651,3655,3636,3642,3649,220,220,220,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:18.3,72.92,25.29,0.85,21.4965,0,72.91,72.91,21,1,27.2,0,75,0,0,0,3657,17,3636,6,3645,22,2,21,2,21,3648,3640,3637,3655,3651,3636,3640,3651,3654,3639,3642,3655,3651,3642,3637,3652,3657,3637,3642,3651,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:19.3,72.93,25.29,0.85,21.4965,0,72.92,72.92,21,1,27.2,0,75,0,0,0,3657,12,3636,6,3646,22,2,21,2,21,3649,3642,3637,3655,3651,3636,3642,3651,3655,3640,3643,3657,3652,3642,3637,3652,3657,3637,3642,3649,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:20.3,72.94,25.29,0.85,21.4965,0,72.94,72.94,20,1,27.2,0,75,0,0,0,3657,4,3637,3,3647,22,2,21,2,21,3649,3642,3637,3657,3652,3637,3642,3651,3655,3642,3643,3657,3652,3643,3639,3652,3657,3639,3643,3651,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:21.3,72.95,25.29,0.85,21.4965,0,72.94,72.94,21,1,27.3,0,75,0,0,0,3658,12,3637,3,3647,22,2,21,2,21,3649,3642,3637,3657,3652,3637,3642,3652,3657,3640,3645,3658,3652,3645,3639,3652,3658,3639,3643,3652,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:22.3,72.96,25.3,0.85,21.505,0,72.96,72.96,19,1,27.3,0,75,0,0,0,3658,12,3639,3,3648,22,2,21,2,21,3651,3643,3639,3657,3652,3639,3642,3652,3657,3642,3645,3658,3654,3645,3640,3654,3658,3639,3645,3652,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:23.3,72.97,25.3,0.85,21.505,0,72.97,72.97,21,1,27.3,0,75,0,0,0,3660,12,3639,3,3648,22,2,21,2,21,3651,3643,3639,3658,3652,3639,3643,3652,3657,3642,3646,3660,3654,3645,3640,3655,3658,3640,3645,3654,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:24.3,72.99,25.3,0.85,21.505,0,72.98,72.98,21,1,27.3,0,75,0,0,0,3660,12,3639,6,3649,22,2,21,2,21,3651,3643,3640,3658,3654,3639,3643,3654,3658,3643,3646,3660,3655,3646,3640,3655,3660,3640,3646,3654,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:25.3,73,25.3,0.85,21.505,0,72.99,72.99,21,1,27.3,0,75,0,0,0,3661,12,3640,3,3649,22,2,21,2,21,3652,3645,3640,3658,3655,3640,3643,3654,3660,3643,3646,3661,3655,3646,3642,3655,3660,3642,3646,3654,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:26.3,73.01,25.29,0.85,21.4965,0,73,73,20,1,27.4,0,75,0,0,0,3660,4,3640,6,3650,22,2,21,3,21,3652,3645,3642,3660,3654,3640,3645,3655,3660,3645,3648,3660,3655,3646,3642,3657,3660,3642,3646,3655,220,220,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:27.3,73.02,25.3,0.85,21.505,0,73.01,73.01,21,1,27.4,0,75,0,0,0,3661,12,3640,6,3650,22,2,21,2,21,3654,3645,3642,3660,3655,3640,3645,3655,3660,3645,3648,3661,3655,3648,3642,3657,3661,3642,3648,3655,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:28.3,73.03,25.3,0.85,21.505,0,73.03,73.03,21,1,27.4,0,75,0,0,0,3663,17,3642,3,3651,22,2,21,2,21,3654,3646,3642,3661,3657,3642,3646,3655,3660,3645,3648,3661,3657,3648,3642,3657,3663,3643,3648,3655,220,210,210,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
24:29.3,73.04,25.3,0.85,21.505,0,73.03,73.03,21,1,27.4,0,75,0,0,0,3663,17,3642,3,3651,22,2,21,4,21,3654,3646,3642,3660,3657,3642,3646,3657,3661,3645,3648,3661,3658,3648,3643,3658,3663,3643,3648,3657,220,220,220,210,0,0,0,0,0,0,0,0,60,0,0,1,1,2023-10-12
