DateTime(yyyy-mm-dd hh:mm:ss.000),Volt,Current,State,Vin,Vout,Vdiff,Tdiff,SOC,SOH,SOP,FCC,RC,Cycle,Vmax,VmaxNo,Vmin,VminNo,Vavg,Tmax,TmaxNo,Tmin,TminNo,Tavg,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Temp1,Temp2,Temp3,Temp4,TempFET,CB0,CB1,CB2,CB3,Fault0,Fault1,BmsSt0,BmsSt1,BmsSt2,BmsSt3,Ver,SerialNo,Manufacture
2023-10-17 11:00:05.996,71.53,0.03,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,1,3574,11,3576,23.0,2,22.0,1,22.0,3579,3577,3579,3577,3577,3577,3579,3577,3579,3579,3574,3576,3576,3576,3576,3576,3574,3576,3576,3574,220,230,220,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:06.992,71.53,0.03,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,1,3574,11,3576,23.0,2,22.0,1,22.0,3579,3577,3579,3577,3577,3577,3579,3577,3579,3579,3574,3576,3576,3576,3576,3576,3574,3576,3576,3574,220,230,220,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:07.992,71.53,0.03,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,3,3574,20,3576,23.0,4,22.0,1,22.0,3577,3577,3579,3577,3577,3577,3579,3577,3577,3577,3574,3576,3576,3576,3576,3576,3576,3576,3576,3574,220,220,220,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:08.992,71.53,0.03,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,3,3574,11,3576,23.0,4,22.0,1,22.0,3577,3577,3579,3577,3577,3577,3579,3577,3577,3577,3574,3576,3576,3576,3576,3576,3576,3576,3576,3574,220,220,220,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:09.992,71.53,0.03,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,3,3574,17,3576,22.0,2,22.0,1,22.0,3577,3577,3579,3577,3577,3577,3579,3577,3579,3577,3576,3576,3576,3576,3576,3576,3574,3576,3576,3574,220,220,220,220,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:10.992,71.53,0.04,0,71.53,71.53,5,0.0,28.1,0,75.0,0.00,0.00,0,3579,3,3574,17,3576,22.0,2,22.0,1,22.0,3577,3577,3579,3577,3577,3577,3579,3577,3579,3577,3574,3577,3576,3576,3576,3576,3576,3576,3576,3574,220,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:11.992,71.53,0.04,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,3,3574,11,3576,23.0,2,22.0,1,22.0,3577,3577,3579,3577,3577,3577,3579,3577,3579,3577,3574,3577,3576,3576,3576,3576,3576,3576,3576,3574,220,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:12.991,71.53,0.04,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,4,3574,11,3576,23.0,2,22.0,1,22.0,3577,3577,3577,3579,3577,3577,3579,3577,3579,3577,3574,3576,3576,3576,3576,3576,3576,3576,3576,3574,220,230,220,220,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:13.992,71.54,0.04,0,71.53,71.53,5,1.0,28.1,0,75.0,0.00,0.00,0,3579,5,3574,20,3576,23.0,2,22.0,1,22.0,3577,3577,3577,3577,3579,3577,3579,3577,3577,3579,3576,3577,3576,3576,3576,3576,3576,3576,3576,3574,220,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 11:00:14.992,71.54,-3.26,0,71.28,71.28,7,1.0,28.0,0,75.0,0.00,0.00,0,3568,3,3561,17,3564,23.0,2,22.0,1,22.0,3565,3567,3568,3564,3565,3567,3567,3564,3562,3567,3562,3562,3562,3564,3564,3562,3561,3565,3564,3562,220,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
