DateTime(yyyy-mm-dd hh:mm:ss.000),Volt,Current,State,Vin,Vout,Vdiff,Tdiff,SOC,SOH,SOP,FCC,RC,Cycle,Vmax,VmaxNo,Vmin,VminNo,Vavg,Tmax,TmaxNo,Tmin,TminNo,Tavg,Cell1,Cell2,Cell3,Cell4,Cell5,Cell6,Cell7,Cell8,Cell9,Cell10,Cell11,Cell12,Cell13,Cell14,Cell15,Cell16,Cell17,Cell18,Cell19,Cell20,Temp1,Temp2,Temp3,Temp4,TempFET,CB0,CB1,CB2,CB3,Fault0,Fault1,BmsSt0,BmsSt1,BmsSt2,BmsSt3,Ver,SerialNo,Manufacture
2023-10-17 10:49:23.743,71.41,0.30,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,2,3570,1,3570,23.0,3,23.0,3,23.0,3570,3571,3571,3571,3571,3571,3571,3571,3571,3571,3570,3570,3570,3570,3570,3571,3571,3570,3571,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:24.740,71.41,0.30,0,71.40,71.40,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,2,3570,1,3570,23.0,3,23.0,3,23.0,3570,3571,3570,3571,3571,3571,3571,3571,3571,3570,3570,3570,3570,3570,3570,3570,3571,3570,3571,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:25.739,71.41,0.30,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,2,3570,1,3570,23.0,3,23.0,3,23.0,3570,3571,3571,3570,3571,3571,3571,3571,3571,3570,3570,3571,3570,3570,3570,3571,3571,3571,3570,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:26.740,71.41,0.30,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,1,3570,3,3570,23.0,3,23.0,3,23.0,3571,3571,3570,3571,3571,3571,3571,3571,3571,3570,3570,3570,3571,3570,3570,3570,3571,3570,3571,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:27.739,71.41,0.30,0,71.40,71.40,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,1,3570,2,3570,23.0,3,23.0,3,23.0,3571,3570,3571,3571,3571,3571,3571,3571,3571,3570,3570,3570,3570,3570,3570,3570,3571,3570,3570,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:28.739,71.41,0.30,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,1,3570,2,3570,23.0,3,23.0,3,23.0,3571,3570,3571,3571,3571,3571,3571,3570,3571,3570,3570,3570,3570,3570,3570,3570,3571,3571,3571,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:29.739,71.41,0.31,0,71.40,71.40,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,1,3570,2,3570,23.0,3,23.0,3,23.0,3571,3570,3570,3571,3571,3570,3570,3571,3571,3570,3570,3570,3570,3570,3570,3570,3571,3571,3570,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:30.739,71.41,0.31,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,1,3570,10,3570,23.0,3,23.0,3,23.0,3571,3571,3571,3571,3571,3571,3571,3571,3571,3570,3570,3570,3570,3570,3570,3570,3571,3570,3571,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:31.739,71.41,0.31,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,2,3570,1,3570,23.0,3,23.0,3,23.0,3570,3571,3571,3571,3570,3571,3571,3571,3571,3570,3570,3570,3571,3570,3570,3571,3571,3571,3571,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
2023-10-17 10:49:32.740,71.41,0.31,0,71.41,71.41,1,0.0,26.9,0,75.0,0.00,0.00,0,3571,2,3570,1,3570,23.0,3,23.0,3,23.0,3570,3571,3571,3571,3571,3571,3571,3571,3571,3571,3570,3570,3570,3570,3570,3571,3571,3570,3570,3570,230,230,230,230,0,00,00,00,00,00,00,00,60,00,00,1,1,2023-10-12
